,id_Article,domaine,numero_loi,numero_decret,numero_arrete,declaration,numero_article,titre,date_signature,division_partie,division_livre,division_titre,division_sous_titre,division_chapitre,division_section,division_sous_section,section_application,loyer,type_terrain,region,ville,localite,categorie,type_habitation,contenu
1739,1740,national,98-03,,,0,54,,1998-01-08,,,TITRE II.- DE LA RÉPRESSION DES INFRACTIONS,,CHAPITRE II. - DES INFRACTIONS ET PENALITES,SECTION 7. - DE LA RECIDIVE,,législative,0,,,,,,,"En cas de récidive, le maximum des peines est toujours appliqué. Il y a récidive lorsque dans les deux ans qui précèdent le jour où l'infraction a été commise, il a été prononcé contre le délinquant une condamnation définitive pour une infraction de même nature."
1740,1741,national,98-03,,,0,55,,1998-01-08,,,TITRE III. - DU SERVICE DES EAUX ET FORETS,,,,,législative,0,,,,,,,"Le service des Eaux et Forêts est chargé de la gestion du domaine forestier de l'Etat, sous réserve des dispositions particulières au service des parcs nationaux.
En ce qui concerne les zones situées hors du domaine forestier de l'Etat, le représentant de l'Etat approuve les mesures de gestion prises par les collectivités locales ou par les propriétaires de boisement et veille à leur bonne application."
1741,1742,national,98-03,,,0,56,,1998-01-08,,,TITRE III. - DU SERVICE DES EAUX ET FORETS,,CHAPITRE PREMIER. - DU ROLE DES AGENTS DES EAUX ET FORETS,,,législative,0,,,,,,,"Les agents des Eaux et Forêts sont chargés de la protection, de la conservation et du développement des ressources forestières nationales aussi bien végétales qu'animales."
1742,1743,national,98-03,,,0,57,,1998-01-08,,,TITRE III. - DU SERVICE DES EAUX ET FORETS,,CHAPITRE PREMIER. - DU ROLE DES AGENTS DES EAUX ET FORETS,,,législative,0,,,,,,,"Sont agents des Eaux et Forêts les ingénieurs des Eaux et Forêts, les ingénieurs des travaux des Eaux et Forêts et les agents techniques des Eaux et Forêts.
Peuvent être agents commissionnés des Eaux et Forêts :
les agents appartenant à des corps autres que ceux définis ci-dessus spécialement et nommément commissionnés par le Ministre chargé des Eaux et Forêts pour remplir les fonctions prévues par le présent code ;
les agents forestiers des collectivités locales recrutés pour la gestion des forêts relevant de leur compétence."
1743,1744,national,98-03,,,0,58,,1998-01-08,,,TITRE III. - DU SERVICE DES EAUX ET FORETS,,CHAPITRE PREMIER. - DU ROLE DES AGENTS DES EAUX ET FORETS,,,législative,0,,,,,,,"Les agents des Eaux et Forêts et les agents commissionnés des Eaux et Forêts doivent prêter serment devant les tribunaux régionaux ou départementaux des circonscriptions où ils servent.
La prestation de serment est enregistrée sans frais au greffe de la juridiction et n'est pas renouvelée en cas de changement de résidence."
1744,1745,national,98-03,,,0,59,,1998-01-08,,,TITRE III. - DU SERVICE DES EAUX ET FORETS,,CHAPITRE II. - DE LA PROTECTION ET DES OBLIGATIONS DES AGENTS DES EAUX ET FORETS,,,législative,0,,,,,,,"Les agents des Eaux et Forêts et les agents commissionnés des Eaux et Forêts sont protégés par la loi. Il est défendu à toute personne :
de les injurier, de les maltraiter ou de les troubler dans l'exercice de leurs fonctions ;
de s'opposer à cet exercice sous peine des sanctions prévues par le présent code et le code pénal."
1745,1746,national,98-03,,,0,60,,1998-01-08,,,TITRE III. - DU SERVICE DES EAUX ET FORETS,,CHAPITRE II. - DE LA PROTECTION ET DES OBLIGATIONS DES AGENTS DES EAUX ET FORETS,,,législative,0,,,,,,,"Dans l'exercice de leurs fonctions, les agents des Eaux et Forêts, les agents des Parcs nationaux et les agents commissionnés des Eaux et Forêts doivent être munis de leur carte professionnelle. Ils sont tenus de la présenter à toute réquisition."
1746,1747,national,98-03,,,0,61,,1998-01-08,,,TITRE III. - DU SERVICE DES EAUX ET FORETS,,CHAPITRE II. - DE LA PROTECTION ET DES OBLIGATIONS DES AGENTS DES EAUX ET FORETS,,,législative,0,,,,,,,"Les agents des Eaux et Forêts assermentés ont, dans l'exercice de leurs fonctions, le droit au port d'armes.
Ils ne peuvent en faire usage qu'en cas de légitime défense et lorsqu'ils ne peuvent immobiliser autrement les véhicules, embarcations et autres moyens de transport dont les conducteurs n'obtempèrent pas à l'ordre d'arrêt. Le tir, dans ce cas, ne doit être dirigé que sur les engins."
1747,1748,national,98-03,,,0,66,,1998-01-08,,,TITRE III. - DU SERVICE DES EAUX ET FORETS,,"CHAPITRE III - DU POUVOIR DES AGENTS DES EAUX ET FORETS, DES AGENTS COMMISSIONNES DES EAUX ET FORETS ET DES OFFICIERS DE POLICE JUDICIAIRE",,,législative,0,,,,,,,"Les agents des Eaux et Forêts, les agents commissionnés des Eaux et Forêts et les officiers de police judiciaire requis sont chargés de rechercher et de constater les infractions prévues par le présent code.
Ils peuvent suivre et saisir le corps des infractions ou leurs produits sur l'ensemble du territoire national."
1748,1749,national,98-03,,,0,67,,1998-01-08,,,TITRE III. - DU SERVICE DES EAUX ET FORETS,,"CHAPITRE III - DU POUVOIR DES AGENTS DES EAUX ET FORETS, DES AGENTS COMMISSIONNES DES EAUX ET FORETS ET DES OFFICIERS DE POLICE JUDICIAIRE",,,législative,0,,,,,,,"Les agents des Eaux et Forêts et agents commissionnés des Eaux et Forêts peuvent, en cas de flagrant délit, procéder à l'arrestation des délinquants et les conduire devant le Procureur de la République, son délégué ou, à défaut, devant le Président de tribunal compétent.
Dans l'accomplissement de leur mission, ils ont le droit de requérir la force publique et de faire procéder à la garde à vue."
1749,1750,national,98-03,,,0,68,,1998-01-08,,,TITRE III. - DU SERVICE DES EAUX ET FORETS,,"CHAPITRE III - DU POUVOIR DES AGENTS DES EAUX ET FORETS, DES AGENTS COMMISSIONNES DES EAUX ET FORETS ET DES OFFICIERS DE POLICE JUDICIAIRE",,,législative,0,,,,,,,Les agents des Eaux et Forêts non assermentés et les agents commissionnés des Eaux et Forêts conduisent tout individu surpris en flagrant délit devant l'agent des Eaux et Forêts compétent ou devant l'officier de police judiciaire le plus proche qui dresse procès-verbal et instrumente la procédure dans les conditions prévues aux articles 46 à 58 du code de procédure pénale.
1750,1751,national,98-03,,,0,69,,1998-01-08,,,TITRE III. - DU SERVICE DES EAUX ET FORETS,,"CHAPITRE III - DU POUVOIR DES AGENTS DES EAUX ET FORETS, DES AGENTS COMMISSIONNES DES EAUX ET FORETS ET DES OFFICIERS DE POLICE JUDICIAIRE",,,législative,0,,,,,,,"Les agents des Eaux et Forêts assermentés, les agents commissionnés des Eaux et Forêts assermentés revêtus de leur uniforme ou munis des signes distinctifs de leurs fonctions peuvent s'introduire dans les entrepôts, magasins, scieries, menuiseries et chantiers pour y exercer leur surveillance ou rechercher le corps des infractions ou les produits venant de ces infractions."
1751,1752,national,98-03,,,0,70,,1998-01-08,,,TITRE III. - DU SERVICE DES EAUX ET FORETS,,"CHAPITRE III - DU POUVOIR DES AGENTS DES EAUX ET FORETS, DES AGENTS COMMISSIONNES DES EAUX ET FORETS ET DES OFFICIERS DE POLICE JUDICIAIRE",,,législative,0,,,,,,,"Ils peuvent s'introduire dans les maisons, cours et enclos :
soit en présence ou sur réquisition du procureur de la République ou du juge d'instruction ;
soit en compagnie d'un officier de police judiciaire requis à cet effet ;
soit en compagnie du chef de la circonscription administrative du lieu, du représentant de la collectivité locale ou du chef de village.
Ces visites domiciliaires doivent se faire au plus tôt à cinq heures et au plus tard à vingt et une heures.
Elles peuvent, cependant, se faire à toute heure par les agents désignés ci-dessus, seuls ou accompagnés, avec l'accord exprès de la personne dont le domicile, l'enclos ou la cour est visité."
1752,1753,national,98-03,,,0,71,,1998-01-08,,,TITRE III. - DU SERVICE DES EAUX ET FORETS,,"CHAPITRE III - DU POUVOIR DES AGENTS DES EAUX ET FORETS, DES AGENTS COMMISSIONNES DES EAUX ET FORETS ET DES OFFICIERS DE POLICE JUDICIAIRE",,,législative,0,,,,,,,"Les agents des Eaux et Forêts assermentés et les agents commissionnés assermentés, revêtus de leur uniforme ou munis des signes distinctifs de leurs fonctions ont libre accès aux quais maritimes ou fluviaux, dans les gares et les aéroports.
Ils sont autorisés à parcourir librement les voies de chemin de fer et à emprunter les trains chaque fois que le service l'exige.
Ils peuvent visiter tout aéronef à l'arrêt, arrêter et visiter les véhicules, embarcations, navires ou bateaux transportant ou pouvant transporter des produits forestiers."
1753,1754,national,98-03,,,0,72,,1998-01-08,,,TITRE III. - DU SERVICE DES EAUX ET FORETS,,"CHAPITRE III - DU POUVOIR DES AGENTS DES EAUX ET FORETS, DES AGENTS COMMISSIONNES DES EAUX ET FORETS ET DES OFFICIERS DE POLICE JUDICIAIRE",,,législative,0,,,,,,,"Les agents des Eaux et Forêts peuvent exiger la communication des papiers et documents de toute nature nécessaires au contrôle, notamment :
dans les gares de chemin de fer: les lettres de voiture, les factures, les feuilles de chargement et les livres ;
dans les locaux des compagnies de navigation maritime ou fluviale : les manifestes de fret, les connaissements et les avis d'expédition ;
dans les locaux des compagnies de navigation aérienne : les bulletins d'expédition et les registres de magasins ;
dans les usines de transformation de produits forestiers et dans les scieries : les permis de circulation ou de dépôt et les livres journaux."
1754,1755,national,98-03,,,0,73,,1998-01-08,,,TITRE III. - DU SERVICE DES EAUX ET FORETS,,"CHAPITRE III - DU POUVOIR DES AGENTS DES EAUX ET FORETS, DES AGENTS COMMISSIONNES DES EAUX ET FORETS ET DES OFFICIERS DE POLICE JUDICIAIRE",,,législative,0,,,,,,,"Dans les zones relevant de la compétence de leur collectivité locale, les agents forestiers des collectivités locales ont le même pouvoir de contrôle que les agents des Eaux et Forêts."
1755,1756,national,98-03,,,0,74,,1998-01-08,,,TITRE IV. - DISPOSITIONS DIVERSES,,,,,législative,0,,,,,,,"Le pourcentage ainsi que le mode de répartition du produit des amendes, confiscations, restitutions, dommages-intérêts et contraintes à attribuer aux agents du service des Eaux et Forêts et, le cas échéant, aux autres agents habilités conformément aux dispositions de l’article L.57 sont fixés par décret."
1756,1757,national,98-03,,,0,75,,1998-01-08,,,TITRE IV. - DISPOSITIONS DIVERSES,,,,,législative,0,,,,,,,"Le service des Eaux et Forêts est chargé de poursuivre et de procéder au recouvrement des amendes, restitutions, frais et dommages-intérêts résultant des jugements et arrêts rendus pour les infractions prévues par le présent code.
La contrainte par corps est prononcée de droit pour les recouvrements des sommes dues par suite d'amendes, de frais, restitutions et dommages-intérêts."
1757,1758,national,98-03,,,0,76,,1998-01-08,,,TITRE IV. - DISPOSITIONS DIVERSES,,,,,législative,0,,,,,,,"Pour les forêts non aménagées hors du domaine forestier de l'Etat et en dehors des ventes décrites ci-dessus, une vente à l'unité de volume ou de poids des produits forestiers bruts ou transformés peut être autorisée à titre transitoire et exceptionnel durant les trois ans qui suivent la promulgation de la présente loi.
La quantité en est fixée annuellement par le Ministre chargé des Eaux et Forêts. La répartition se fait dans chaque région sous la responsabilité des présidents des conseils régionaux concernés."
1758,1759,national,98-03,,,0,77,,1998-01-08,,,TITRE IV. - DISPOSITIONS DIVERSES,,,,,législative,0,,,,,,,"Dans les forêts non aménagées du domaine forestier de l'Etat, la vente est interdite. A titre exceptionnel, le directeur des Eaux et Forêts peut autoriser des opérations limitées d'exploitation. Ces opérations ne doivent, en aucun cas, avoir un caractère régulier ni grever le potentiel de la forêt."
1759,1760,national,98-03,,,0,78,,1998-01-08,,,TITRE IV. - DISPOSITIONS DIVERSES,,,,,législative,0,,,,,,,"Dans toute forêt non aménagée, lorsque des opérations d'exploitation ou de vente de produits forestiers sont prévues, la préférence est donnée aux populations limitrophes."
1760,1761,national,98-03,,,0,79,,1998-01-08,,,TITRE IV. - DISPOSITIONS DIVERSES,,,,,législative,0,,,,,,,"Sont, abrogées toutes dispositions contraires à la présente loi, notamment la loi n°93-06 du 04 février 1993 portant code forestier.
La présente loi sera exécutée comme loi de l’Etat."
1761,1762,expropriation,76-67,77-563,,0,1,,1977-07-03,,,,,,,,,0,,,,,,,"Les décrets portant déclaration d’utilité publique ou prorogeant les effets d’une déclaration d’utilité publique, prévus aux articles 3 et 21 de la loi n°76-67 du 02 Juillet 1976, sont pris sur le rapport conjoint du Ministre chargé des Finances et du Ministre de la compétence duquel relève le projet à réaliser.
Il en et de même pour les décrets constituant acte de cessibilité prévus à l’article 6 de la même loi."
1762,1763,expropriation,76-67,77-563,,0,2,,1977-07-03,,,,,,,,,0,,,,,,,"La durée de l’enquête prévue à l’article 5 de la loi n°76-67 du 02 Juillet 1976 ne peut être inférieure à huit jours ni supérieure à un mois.
L’ouverture de l’enquête est prescrite par décision du Directeur des Domaines. La même décision fixe la date d’ouverture et la durée de l’enquête et désigne le commissaire enquêteur ; elle précise les modalités de la publicité.
Pendant la durée de l’enquête, un dossier comprenant le projet indicatif des travaux ou opérations devant faire l’objet de la déclaration d’utilité publique et un plan de l’emplacement ou de la zone nécessaire à sa réalisation est déposé dans les bureaux de l’Inspection régionale des Domaines où il peut être consulté par toute personne intéressée.
Une fois le délai d’enquête écoulé, le commissaire enquêteur transmet le dossier constitué pendant la durée de l’enquête au Directeur des domaines avec son avis et les observations formulées."
1763,1764,expropriation,76-67,77-563,,0,3,,1977-07-03,,,,,,,,,0,,,,,,,"La commission de conciliation, prévue à l’article 9 de la loi n°76-67 du 02 Juillet 1976 est composée comme suit :
Président :
Le gouverneur de région ou son représentant.
Membres :
Un représentant du service des Travaux publics ou du service de l’Agriculture ou des deux s’il y a lieu ;
Un représentant du service des Domaines ;
Un représentant du conseil municipal, lorsque l’immeuble est situé sur le territoire d’une commune ;
Un représentant du conseil régional, lorsque l’immeuble est situé hors du territoire communal.
Cette commission est convoquée par la Direction des Domaines. Celle-ci assure, en outre, le secrétariat de la commission et rédige les procès-verbaux.
Le montant de l’indemnité d’expropriation offerte et, le cas échéant, le montant de l’indemnité de plus-value réclamée sont indiqués au propriétaire ou titulaire de droit intéressé par le Directeur des Domaines ou son représentant.
La commission constate, s’il y a lieu, dans son procès-verbal, la compensation totale ou partielle entre les deux indemnités susvisées."
1764,1765,expropriation,76-67,77-563,,0,4,,1977-07-03,,,,,,,,,0,,,,,,,"A défaut d’accord amiable sur le montant de l’indemnité d’expropriation et dans le délai de 3 mois à compter du procès-verbal de la commission, le juge des expropriations est saisi par l’expropriant qui, dans l’assignation, énonce le montant de l’indemnité offerte.
En audience publique, les intéressés sont tenus de déclarer la somme dont ils demandent le paiement et de faire élection de domicile au lieu du siège du tribunal de première instance dont relève le juge saisi. Tous les actes de procédure sont valablement signifiés au domicile élu."
1765,1766,expropriation,76-67,77-563,,0,5,,1977-07-03,,,,,,,,,0,,,,,,,"Dans son ordonnance d’expropriation moyennant la consignation d’une indemnité provisoire, le juge précise la date de l’audition des parties sur l’indemnisation définitive, ou, dans le cas prévu au dernier alinéa de l’article 13 de la loi n°76-67 du 02 Juillet 1976, la date du transport sur les lieux. Ces dates doivent être comprises dans le délai de 15 jours francs suivant l’ordonnance d’expropriation."
1766,1767,expropriation,76-67,77-563,,0,6,,1977-07-03,,,,,,,,,0,,,,,,,Les parties sont tenues de se mettre en état dans les 15 jours francs suivant leur audition et le juge statue sur l’indemnité définitive dans les 40 jours francs suivant l’ordonnance d’expropriation.
1767,1768,expropriation,76-67,77-563,,0,7,,1977-07-03,,,,,,,,,0,,,,,,,"En cas de transport sur les lieux, le procès-verbal des opérations comportant la description de l’immeuble, les dires des parties, les explications orales des experts assistant éventuellement les intéressés ainsi que la mention de la date des débats au fond, est délivré en double expédition par le greffier à l’expropriant dans le mois du transport. Une expédition est notifiée par l’expropriant aux intéressés à domicile élu 15 jours francs au moins avant la date de l’audience mentionnée sur le procès-verbal.
Aucun renvoi de la cause ne peut être accordé, sauf en cas de nécessité, pour compléter ce délai de mise en état.
Le juge statue dans les 15 jours suivants par ordonnance d’indemnisation définitive."
1768,1769,expropriation,76-67,77-563,,0,8,,1977-07-03,,,,,,,,,0,,,,,,,"Sur présentation d’un original ou d’une expédition de l’acte de cession amiable ou sur présentation d’une expédition de l’ordonnance d’expropriation, il est procédé aux formalités de mutation au livre foncier.
Si l’expropriant ne justifie pas du paiement ou de la consignation de l’indemnité définitive, il est fait mention au livre foncier de la condition résolutoire prévue à l’article 16 de la loi n°76-67 du 02 Juillet 1976.
Le conservateur ne peut procéder à la radiation des droits réels ou personnels relatifs à l’immeuble exproprié que sur justification du paiement ou de la consignation de l’indemnité définitive."
1769,1770,expropriation,76-67,77-563,,0,9,,1977-07-03,,,,,,,,,0,,,,,,,"Lorsque l’indemnité définitive est supérieure au total des créances inscrites, l’expropriant peut, avec l’accord de l’exproprié et des créanciers inscrits, procéder à la répartition des deniers.
En toute autre hypothèse, l’expropriant consigne l’indemnité s’il ne l’a point encore fait. Il est procédé ensuite comme il est dit aux articles 540, 541 et 542 du Code de Procédure Civile."
1770,1771,expropriation,76-67,77-563,,0,10,,1977-07-03,,,,,,,,,0,,,,,,,"L’exproprié est tenu de remettre à l’expropriant, dans les deux mois de la décision fixant en dernier ressort l’indemnité définitive, la copie du titre foncier.
Si cette copie n’est pas déposée par l’exproprié, une nouvelle copie peut être délivrée à l’expropriant au vu d’une ordonnance rendue par le Président du Tribunal de première instance dont relève le juge des expropriations saisi. L’ancienne copie est frappée de déchéance ; un avis sommaire informant le public de cette déchéance est publié au Journal Officiel par les soins du conservateur et inscrit sur le titre, le tout aux frais de l’exproprié."
1771,1772,expropriation,76-67,77-563,,0,11,,1977-07-03,,,,,,,,,0,,,,,,,"Lorsqu’il est fait application des dispositions du titre III de la loi n°76-67 du 02 Juillet 1976, à défaut d’accord amiable sur le montant de l’indemnité de plus-value et dans le délai maximum de trois mois à compter du procès-verbal constatant l’échec de la tentative d’accord amiable, le juge des expropriations est saisi par le Directeur des Domaines qui, dans l’assignation, énonce le montant de l’indemnité réclamée.
Dans le cas prévu au 2ème alinéa de l’article 44 de la loi n°76-67 du 02 Juillet 1976, le juge des expropriations est saisi par le Directeur des Domaines qui, dans l’assignation, énonce le montant de l’indemnité d’expropriation offerte et celui de l’indemnité de plus-value réclamée."
1772,1773,expropriation,76-67,77-563,,0,12,,1977-07-03,,,,,,,,,0,,,,,,,"Les voies de recours et les dépens sont réglés par les articles 12, 13 et 17 de la loi n°76- 67 du 02 Juillet 1976."
1773,1774,expropriation,76-67,77-563,,0,13,,1977-07-03,,,,,,,,,0,,,,,,,"A l’exception des dérogations prévues par les dispositions précédentes, les règles de procédure et de compétence de droit commun demeurent applicables."
1774,1775,expropriation,76-67,77-563,,0,14,,1977-07-03,,,,,,,,,0,,,,,,,"Dans le cas prévu au deuxième alinéa de l’article 23 de la loi n°76-67 du 02 Juillet 1976, le juge des expropriations est saisi par l’expropriant qui, dans l’assignation, énonce le montant de l’indemnité offerte.
Dans le même cas sont applicables, à l’exception de celles relatives au transport sur les lieux et à la prise de possession, les dispositions :
des articles 11 à 17 et 20 de ladite loi ;
du deuxième alinéa de l’article 4, des articles 5 et 6 et des articles 8 à 14 du présent décret."
1775,1776,expropriation,76-67,77-563,,0,15,,1977-07-03,,,,,,,,,0,,,,,,,"Il est institué dans chaque région une commission dite « Commission d’Evaluation des Sols » chargée de proposer les valeurs au mètre carré à assigner aux terrains immatriculés pour l’application de l’article 20-2-a°) de la loi n°76-67 du 02 Juillet 1976.
Chaque commission est composée comme suit :
Président :
Le gouverneur ou son représentant.
Membres :
L’inspecteur régional des Domaines ;
L’inspecteur régional des Cadastres ;
Le chef du service des Travaux publics ;
Le chef du service régional de l’Urbanisme et de l’Habitat ;
Un représentant de la Chambre de Commerce, d’Industrie et d’Artisanat ;
Un représentant du conseil municipal dans la région du Cap-Vert ;
Dans les régions autres que celle du Cap-Vert :
Pour l’évaluation des terrains situés sur le territoire des communes : un représentant du conseil municipal de la commune intéressée ;
Pour l’évaluation des autres terrains : un représentant du Conseil régional.
Elle se réunit sur convocation de son Président et dresse procès-verbal de ses opérations.
Les propositions de chaque commission régionale d’évaluation des sols sont soumises à l’examen d’une commission nationale d’évaluation des sols, composée comme suit :
Président :
Le Ministre chargé des Finances ou son représentant.
Membres :
Le Directeur général des Impôts et des Domaines ;
Le Directeur des Domaines ;
Le Directeur des Impôts ;
Le Chef du service du Cadastre ;
Le Directeurs des Travaux publics ;
Le Directeur de l’Urbanisme et de l’Habitat ;
Le Directeur de l’Aménagement du Territoire ;
Un député représentant l’Assemblée Nationale ;
Un représentant de l’Union nationale des Chambres de Commerce, d’Industrie et d’Artisanat.
Elle se réunit sur la convocation de son Président et dresse procès-verbal de ses opérations.
Sur le vu du procès-verbal contenant les propositions définitives de la Commission Nationale d’Evaluation des Sols, un décret, pris sur le rapport conjoint du Ministre chargé des Finances et du Ministre chargé de la Justice, fixe les valeurs maximales des droits de propriété sur le sol devant servir de base à l’établissement des indemnités d’expropriation."
1776,1777,expropriation,76-67,77-563,,0,16,,1977-07-03,,,,,,,,,0,,,,,,,"La commission prévue à l’article 33 de la loi n°76-67 du 02 Juillet 1976 est composée comme la commission visée à l’article 3 ci-dessus.
La commission dresse procès-verbal de ses opérations. Ce procès-verbal fait notamment connaître les éléments ayant servi de base au calcul des indemnités, le montant de ces dernières et les observations des intéressés."
1777,1778,expropriation,76-67,77-563,,0,17,,1977-07-03,,,,,,,,,0,,,,,,,"L’autorisation d’aliéner, prévue à l’article 47 de la loi n°76-67 du 02 Juillet 1976 est demandée, accordée ou refusée dans les mêmes formes et conditions que celles fixées par le décret n°64-804 du 03 Décembre 1964.
Les opérations soumises à autorisation sont les suivantes : 1°) Cessions à titre onéreux ou gratuit ;
2°) Echange avec ou sans soulte ; 3°) Apport en société."
1778,1779,expropriation,76-67,77-563,,0,18,,1977-07-03,,,,,,,,,0,,,,,,,"Sont abrogées toutes dispositions contraires au présent décret, et notamment le décret n°66-395 du 31 Mai 1966."
1779,1780,expropriation,76-67,77-563,,0,19,,1977-07-03,,,,,,,,,0,,,,,,,"Le Ministre d’Etat, chargé des Finances et des Affaires Economiques et le Ministre d’Etat, chargé de la Justice, Garde des Sceaux sont chargés, chacun en ce qui le concerne, de l’exécution du présent décret qui sera publié au Journal Officiel."
1780,1781,expropriation,76-67,,,0,1,,1976-07-02,,,TITRE PREMIER : EXPROPRIATION POUR CAUSE D’UTILITE PUBLIQUE,,CHAPITRE PREMIER : DECLARATION D’UTILITE PUBLIQUE,,,,0,,,,,,,"L’expropriation pour cause d’utilité publique est la procédure par laquelle l’Etat peut, dans un but d’utilité publique et sous réserve d’une juste et préalable indemnité, contraindre toute personne à lui céder la propriété d’un immeuble ou un droit réel immobilier.
L’expropriation ne peut être prononcée qu’autant que l’utilité publique a été déclarée et qu’ont été accomplies les formalités prescrites par le chapitre II du présent titre."
1781,1782,expropriation,76-67,,,0,2,,1976-07-02,,,TITRE PREMIER : EXPROPRIATION POUR CAUSE D’UTILITE PUBLIQUE,,CHAPITRE PREMIER : DECLARATION D’UTILITE PUBLIQUE,,,,0,,,,,,,"Peuvent notamment être acquis par voie d’expropriation pour cause d’utilité publique, les immeubles et droits réels immobiliers de toute nature nécessaires à la réalisation de projets relatifs :
à tous travaux publics ;
à l’installation, au fonctionnement et à l’accomplissement de l’objet des services de l’Etat et des autres personnes morales, des sociétés d’économie mixte contrôlées par l’Etat, des entreprises prioritaires ou conventionnées, des représentations diplomatiques ou consulaires et des organismes internationaux ainsi qu’au logement du personnel de ces services, sociétés, entreprises, représentations et organismes ;
à la salubrité publique ;
à la sécurité intérieure et à la défense du territoire ;
au reboisement et à la conservation des forêts et des sols ;
à la recherche et à l’exploitation des substances minérales (travaux d’extraction, travaux de construction de bâtiments et ouvrages nécessaires au fonctionnement de l’entreprise, au logement du personnel, à la transformation et à l’évacuation des produits extraits) ;
au captage, à l’extraction, à la production, au transport et à la distribution de l’eau, de l’énergie électrique, des gaz combustibles ou des hydrocarbures ;
aux aménagements hydroélectriques, aux installations à la recherche atomique ou à la production de l’énergie atomique ;
à l’application des plans directeurs, d’urbanisme et de lotissement, ainsi qu’à la réalisation des constructions et installations prévues auxdits plans ;
à l’exécution des plans de développement et des programmes d’aménagement (opérations d’intérêt économique ou social, implantation d’installations industrielles, commerciales ou agricoles, opérations destinées à assurer progressivement et suivant des plans d’ensemble, l’aménagement, l’équipement, la construction et la mise en valeur de zones affectées à l’habitation, au commerce, à l’industrie, à la culture, à l’élevage ou au boisement par des projets approuvés)."
1782,1783,expropriation,76-67,,,0,3,,1976-07-02,,,TITRE PREMIER : EXPROPRIATION POUR CAUSE D’UTILITE PUBLIQUE,,CHAPITRE PREMIER : DECLARATION D’UTILITE PUBLIQUE,,,,0,,,,,,,"L’utilité publique est déclarée par décret qui fixe le délai pendant lequel l’expropriation devra être réalisée. Ce délai ne peut être supérieur à trois ans.
Les effets de la déclaration d’utilité publique peuvent être prorogés par décret pour une durée au plus égale à deux ans."
1783,1784,expropriation,76-67,,,0,4,,1976-07-02,,,TITRE PREMIER : EXPROPRIATION POUR CAUSE D’UTILITE PUBLIQUE,,CHAPITRE PREMIER : DECLARATION D’UTILITE PUBLIQUE,,,,0,,,,,,,"(Loi n°2005-20 du 05 Août 2005 abrogeant et remplaçant l’article 4 de la loi n°76-67 du 2 juillet 1976 relative à l’expropriation pour cause d’utilité publique et aux autres opérations foncières d’utilité publique)
Dans les dispositions qui suivent, le terme « expropriant » désigne le service de l’Etat chargé de suivre la procédure d’expropriation et qui a la possibilité de se faire assister par le service de la
compétence duquel relève le projet, soit par la collectivité publique autre que l’Etat, l’établissement public, la société nationale ou la société à participation publique qui doit réaliser le projet."
1784,1785,expropriation,76-67,,,0,5,,1976-07-02,,,TITRE PREMIER : EXPROPRIATION POUR CAUSE D’UTILITE PUBLIQUE,,CHAPITRE PREMIER : DECLARATION D’UTILITE PUBLIQUE,,,,0,,,,,,,La déclaration d’utilité publique est précédée d’une enquête dont l’ouverture est annoncée au public par tous moyens de publicité habituels ; pendant la durée de l’enquête toute personne intéressée peut formuler des observations.
1785,1786,expropriation,76-67,,,0,6,,1976-07-02,,,TITRE PREMIER : EXPROPRIATION POUR CAUSE D’UTILITE PUBLIQUE,,CHAPITRE II : DESIGNATION DES BIENS ET DROITS EXPROPRIES TENTATIVE DE CESSION AMIABLE,,,,0,,,,,,,"Un ou plusieurs décrets, constituant acte de cessibilité, désignent les immeubles et droits réels immobiliers auxquels l’expropriation est applicable si cette désignation ne résulte pas du décret portant déclaration d’utilité publique.
Dans l’un et l’autre cas, l’acte de cessibilité vise la portion des immeubles effectivement englobée dans l’ouvrage ou indispensable à l’opération. Il peut viser, en outre soit en totalité, soit en partie, la portion restante de ces immeubles ainsi que les immeubles avoisinants lorsque l’expropriation en est jugée nécessaire dans l’intérêt de l’hygiène ou de l’esthétique ou pour mieux atteindre le but d’utilité publique envisagé ou encore lorsque l’exécution des travaux, ou la réalisation de l’opération doit procurer à ces immeubles une augmentation de valeur. Dans ce cas, l’acte indique le mode d’utilisation des parcelles qui ne seront pas incorporées effectivement à l’ouvrage ou indispensable à la réalisation de l’opération."
1786,1787,expropriation,76-67,,,0,7,,1976-07-02,,,TITRE PREMIER : EXPROPRIATION POUR CAUSE D’UTILITE PUBLIQUE,,CHAPITRE II : DESIGNATION DES BIENS ET DROITS EXPROPRIES TENTATIVE DE CESSION AMIABLE,,,,0,,,,,,,"A partir de l’inscription de l’acte de cessibilité sur les registres de la conservation foncière, aucune modification de nature à augmenter leur valeur ne peut être apportée aux immeubles et droits réels visés dans ledit acte.
A partir de la même date, lesdits immeubles et droits réels ne peuvent être ni aliénés ni grevés de droits sous peine de nullité de la convention."
